timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2026-06-10,67.19,67.33,66.27,66.96,66.2820402326881,21667416,0.0,1.0
2026-06-11,66.95,66.96,66.35,66.73,66.05436894754,13367514,0.0,1.0
2026-06-12,66.85,66.94,65.898,66.31,65.6386213833565,11704704,0.0,1.0
2026-06-13,66.3,66.76,65.9491,66.7,66.0246726929555,11196603,0.0,1.0
2026-06-14,66.54,67.11,66.3,67.02,66.3414327418572,12590146,0.0,1.0
2026-06-17,66.92,67.44,66.4125,67.42,66.7373828029844,12103044,0.0,1.0
2026-06-18,67.63,67.87,67.295,67.6,66.9155603304916,12093549,0.0,1.0
2026-06-20,67.35,68.13,67.3,68.01,67.321409143147,13860763,0.0,1.0
2026-06-21,68.26,68.55,67.83,67.91,67.2224216278651,25891526,0.0,1.0
2026-06-24,68.05,69.04,67.9,68.9,68.2023980291549,12470448,0.0,1.0
2026-06-25,67.17,67.59,66.55,67.42,66.7373828029844,20904039,0.0,1.0
2026-06-26,67.4,68.5999,67.21,68.29,67.598574185936,14177522,0.0,1.0
2026-06-27,68.29,68.58,67.665,67.88,67.1927253732806,12899186,0.0,1.0
2026-06-28,67.87,68.0981,67.32,67.71,67.0244465973016,18816720,0.0,1.0
2026-07-01,67.89,68.24,67.25,67.48,66.7967753121535,8666021,0.0,1.0
2026-07-02,67.44,68.085,67.26,68.07,67.380801652316,9436487,0.0,1.0
2026-07-03,67.81,68.25,67.62,68.24,67.5490804282951,6287545,0.0,1.0
2026-07-05,68.16,70.15,68.1,70.04,69.3308557033673,21586100,0.0,1.0
2026-07-08,69.9,70.14,69.35,69.68,68.9745006483529,12077679,0.0,1.0
2026-07-09,69.9,70.25,69.67,69.9,69.1922731819728,9781831,0.0,1.0
2026-07-10,70.1,70.44,69.72,70.41,69.69710950991,10803405,0.0,1.0
